STANISŁAWA,1983-06-27
JAKUB,1977-06-10
MARZENA,1949-04-21
MAREK,1997-12-28
WERONIKA,1975-10-18
ROMAN,1976-08-03
ANTONINA,1964-04-10
HENRYK,1979-08-29
ANGELIKA,1983-05-06
WALDEMAR,1988-04-26
OLIWIA,1948-01-27
GABRIEL,1945-09-04
MAJA,1970-01-25
IGNACY,1967-01-28
JULIA,1990-03-06
SZYMON,1959-08-25
KAROLINA,1987-11-23
SZYMON,1963-03-02
EDYTA,1968-05-15
IGNACY,1958-12-18
CZESŁAWA,1967-04-25
BARTOSZ,1946-10-08
DARIA,1972-10-22
SEBASTIAN,1947-12-21
GENOWEFA,1957-04-10
JERZY,1997-08-16
LAURA,1945-05-15
JAN,1960-02-07
TERESA,1984-02-13
MIECZYSŁAW,1965-10-25
LAURA,1958-06-11
MARIAN,1994-08-16
LAURA,1977-07-27
NIKODEM,2000-08-18
BEATA,1963-03-04
ROMAN,1994-01-24
MAGDALENA,1963-07-13
MICHAŁ,1979-07-24
STANISŁAWA,1970-08-30
ZENON,2000-05-11
MILENA,1969-01-07
IGOR,1996-02-24
MARLENA,1975-11-11
CZESŁAW,1987-08-29
NADIA,1998-08-18
SZYMON,1984-10-04
EWA,1975-02-08
WŁADYSŁAW,1980-01-24
WANDA,1985-10-04
TADEUSZ,1980-11-24
MARZENA,1984-07-22
ROMAN,1979-02-03
ANGELIKA,1949-01-02
WŁADYSŁAW,1951-12-22
REGINA,1995-05-10
HUBERT,1974-02-04
MARTYNA,1973-10-16
ROBERT,1995-03-16
KATARZYNA,1957-09-21
KONRAD,1966-02-05
MARIA,1945-07-22
MIKOŁAJ,1996-02-10
LAURA,1949-06-26
KRZYSZTOF,1975-03-21
DOMINIKA,1994-09-07
ROBERT,1992-10-01
HANNA,1965-10-27
JAKUB,1951-02-02
MAGDALENA,1961-03-18
ARKADIUSZ,1967-06-05
MARIANNA,1982-07-05
IGOR,1988-12-20
SYLWIA,1973-01-30
ARTUR,1950-12-17
MARZENA,1998-09-14
ROBERT,1993-11-08
IGA,2001-01-19
NORBERT,1959-02-15
MARIANNA,1948-05-19
PIOTR,1950-12-12
KATARZYNA,1970-11-05
FABIAN,1988-07-19
AGATA,1979-12-30
FILIP,1973-10-02
ANNA,1992-01-25
CZESŁAW,1998-08-15
JOANNA,1950-04-03
FABIAN,1975-11-14
MARCELINA,1991-03-06
NORBERT,1993-10-15
LILIANA,1952-01-23
KAMIL,1987-07-24
LILIANA,1954-12-09
WITOLD,1979-02-01
JUSTYNA,1975-05-23
KAZIMIERZ,1956-08-28
MARTYNA,1955-07-16
MAKSYMILIAN,1967-10-24
MAGDALENA,1949-12-02
MAREK,1994-08-25
IZABELA,1984-03-27
FILIP,1966-07-14
MAJA,1945-10-16
ŁUKASZ,1973-08-05
ZOFIA,1947-03-11
MARIAN,1984-12-26
ELŻBIETA,1983-05-08
KACPER,1980-06-10
LILIANA,1961-07-30
ALAN,1995-05-03
MAGDALENA,1970-07-05
ROMAN,1991-07-20
WANDA,1990-09-10
GRZEGORZ,1955-05-26
HALINA,1990-03-14
WŁADYSŁAW,1973-09-09
LILIANA,1980-12-17
PRZEMYSŁAW,1989-12-03
MICHALINA,1975-03-07
JERZY,1963-12-04
REGINA,1984-06-05
ANDRII,2001-02-18
KATARZYNA,1958-05-08
WOJCIECH,1996-06-19
MARIA,1993-04-21
WALDEMAR,1955-05-29
KAROLINA,1985-11-01
MACIEJ,1955-06-13
JULIA,2001-05-17
HUBERT,1967-11-30
JOANNA,1949-12-09
SYLWESTER,1999-10-18
KAMILA,1981-09-02
ARTUR,1954-10-20
KAMILA,1985-02-22
IGNACY,2001-04-12
HALINA,1992-09-28
JÓZEF,1978-12-01
HANNA,2001-08-22
MIROSŁAW,1951-09-12
WIESŁAWA,1953-07-15
WŁODZIMIERZ,1975-03-04
ALICJA,1993-02-17
SZYMON,1999-07-03
ZOFIA,1957-04-24
STEFAN,1975-09-21
GENOWEFA,1994-05-06
IGOR,1993-11-02
KINGA,2001-12-22
WIESŁAW,1986-09-09
HALINA,1964-08-12
EUGENIUSZ,1972-08-03
ALICJA,1966-09-05
WOJCIECH,1990-05-16
WIOLETTA,1963-06-17
JANUSZ,1962-08-31
ALEKSANDRA,1976-07-24
MIECZYSŁAW,1966-02-10
JULIA,1992-06-12
PIOTR,1948-08-10
WIESŁAWA,1993-02-18
WŁADYSŁAW,1967-04-21
EDYTA,1950-01-11
HUBERT,1963-11-18
BOGUSŁAWA,1952-04-23
SERHII,1981-12-10
KATARZYNA,1984-09-04
JULIAN,1968-12-06
BEATA,1974-02-24
NIKODEM,1953-01-16
TERESA,1985-02-20
STEFAN,1958-06-26
JULIA,1976-12-10
SŁAWOMIR,1946-07-01
ZOFIA,1991-10-19
PATRYK,1991-10-10
DARIA,1988-06-13
ANDRZEJ,1945-08-27
LIDIA,1970-07-25
ZDZISŁAW,1977-03-25
ZOFIA,1961-11-05
ALAN,1964-08-20
ANITA,1945-10-11
ZENON,1959-09-23
ŁUCJA,1962-12-18
DANIEL,1969-08-24
NATALIA,1982-05-15
ZDZISŁAW,1958-12-15
DARIA,1976-11-23
WŁADYSŁAW,1980-02-05
JOLANTA,1987-05-16
JANUSZ,1968-09-27
EWA,1975-12-23
IGNACY,1995-01-20
KATARZYNA,1970-08-25
MARCIN,1947-02-26
BARBARA,1991-07-14
PATRYK,1964-03-13
ELŻBIETA,1991-11-26
ALEKSANDER,1993-04-04
IWONA,1970-03-06
MARCIN,2000-03-09
ANIELA,1970-06-16
WŁADYSŁAW,1987-01-18
KINGA,1962-02-11
CZESŁAW,1946-01-21
MAŁGORZATA,1951-07-25
BARTŁOMIEJ,1954-10-10
MARZENA,1954-09-03
KAMIL,1978-05-26
SYLWIA,1970-10-19
VOLODYMYR,1964-04-09
MARLENA,1964-02-01
MARCEL,1980-11-05
EMILIA,1970-10-09
KRYSTIAN,1995-06-04
MARIOLA,1977-11-24
OLEKSANDR,1949-08-06
REGINA,1947-06-22
ZYGMUNT,1965-01-09
MARZENA,1998-04-30
MARCEL,1956-04-25
BOŻENA,1973-11-18
ADAM,1966-10-15
STEFANIA,1955-04-18
KAROL,1979-10-09
REGINA,1959-03-10
GRZEGORZ,1985-12-09
HENRYKA,1952-04-21
EUGENIUSZ,1947-03-28
WERONIKA,1996-04-01
MIROSŁAW,1984-03-14
MARTYNA,1996-11-02
STEFAN,1946-05-10
EWA,1962-04-09
BARTŁOMIEJ,1977-07-07
HENRYKA,1955-12-01
BARTŁOMIEJ,1974-09-04
ŁUCJA,1970-02-14
DARIUSZ,1971-03-11
MARZENA,1970-06-15
CZESŁAW,1995-09-13
KAMILA,1948-12-11
RAFAŁ,1957-02-18
KORNELIA,1954-02-14
ARKADIUSZ,1950-05-14
ZOFIA,1991-08-15
PIOTR,2001-06-03
MICHALINA,1965-04-06
ANDRII,1969-12-21
EWELINA,1981-09-11
WIKTOR,1960-07-03
NADIA,1960-12-03
STEFAN,1991-10-03
MARIA,1958-01-21
CZESŁAW,1973-04-06
KAMILA,1998-05-10
NIKODEM,1985-05-16
IZABELA,1956-01-20
KRYSTIAN,1998-05-22
MARLENA,1954-02-14
RAFAŁ,1997-11-30
RENATA,1989-01-05
MARIAN,1994-01-16
MARTA,1985-07-23
STEFAN,1946-03-11
MARCELINA,1962-07-03
DARIUSZ,1989-10-16
JULIA,1972-11-24
LEON,1980-09-08
CZESŁAWA,1971-12-02
IGOR,1987-12-06
AMELIA,1967-03-19
ANDRZEJ,1968-02-25
BOŻENA,1979-08-15
SYLWESTER,1987-04-26
WERONIKA,1999-04-08
KAMIL,1977-08-21
KAMILA,1976-08-04
SYLWESTER,1959-02-21
CZESŁAWA,1976-05-06
BOGUSŁAW,1987-03-05
ANNA,1953-07-15
MARIAN,1945-10-14
URSZULA,1991-09-08
KRZYSZTOF,1977-09-07
ANTONINA,1958-06-25
ROMAN,1971-05-14
TERESA,1993-02-02
KACPER,1954-05-01
RENATA,1984-12-19
ZYGMUNT,1952-07-27
LIDIA,1978-04-01
LESZEK,1983-11-06
WIESŁAWA,1948-04-11
WŁADYSŁAW,1977-08-19
SANDRA,1992-09-14
JERZY,1974-01-17
ALINA,1968-12-21
MARIAN,1982-04-05
WIESŁAWA,1954-02-04
PIOTR,1948-02-09
ALINA,1981-06-21
SYLWESTER,1979-06-25
MIROSŁAWA,1982-09-04
WIKTOR,1972-10-27
KATARZYNA,1980-08-15
DOMINIK,1969-03-20
WIKTORIA,1970-10-04
IGNACY,1999-02-05
KAMILA,1974-06-02
JACEK,1991-12-15
GRAŻYNA,1996-11-30
JANUSZ,1951-08-02
MAJA,1996-12-17
KRZYSZTOF,1954-12-17
ZOFIA,1990-11-11
SYLWESTER,1992-11-01
ZUZANNA,1985-09-01
NORBERT,1965-07-02
LIDIA,1999-03-03
TOMASZ,1958-02-23
LIDIA,1989-05-22
CZESŁAW,1990-02-10
REGINA,1967-12-11
FILIP,1976-03-17
MAGDALENA,1974-06-29
KRYSTIAN,1973-07-11
MAJA,1989-04-26
MARCIN,1948-11-25
MAGDALENA,1990-01-16
RAFAŁ,1970-02-18
LIDIA,1973-02-22
STEFAN,1972-08-26
EWELINA,1978-08-17
MAREK,1946-10-09
NIKOLA,1967-01-13
SERHII,1986-03-04
WIOLETTA,1953-03-12
TYMON,2001-10-26
JÓZEFA,1967-12-12
TYMOTEUSZ,1952-05-15
EWELINA,1999-08-26
MIŁOSZ,1994-08-29
KAZIMIERA,1946-11-08
JACEK,1955-05-16
DOROTA,1967-04-04
MAREK,1948-07-12
ANTONINA,1958-06-09
ARTUR,1998-11-14
RENATA,1949-01-20
WIKTOR,1996-07-06
KATARZYNA,1958-09-12
FABIAN,1960-06-11
IWONA,1996-07-24
WIKTOR,1975-07-26
NIKOLA,1978-11-05
NIKODEM,1981-05-15
BOŻENA,1954-04-28
WIESŁAW,1967-07-10
JOANNA,1981-09-20
ADRIAN,1970-07-05
SABINA,1969-10-26
BOGDAN,1969-12-18
ZOFIA,1983-05-27
PIOTR,1970-04-06
LENA,1966-02-23
JAROSŁAW,2000-06-15
ILONA,2000-10-24
BOGUSŁAW,1978-04-04
ALEKSANDRA,1946-09-21
GABRIEL,1961-03-19
BOGUMIŁA,1961-04-16
DARIUSZ,1979-05-05
WANDA,1980-01-17
EDWARD,1968-02-26
ANITA,2000-09-17
JULIAN,1978-04-06
KORNELIA,1949-12-26
GRZEGORZ,1985-06-03
LENA,1975-06-04
IRENEUSZ,1961-05-31
MAJA,1959-04-02
SERHII,1953-11-08
KORNELIA,1996-05-21
IGOR,1946-11-30
AMELIA,1991-06-18
MAKSYMILIAN,1997-02-15
MARCELINA,1950-04-13
KONRAD,1996-04-12
URSZULA,1984-05-16
BARTŁOMIEJ,1949-07-23
EWELINA,1990-01-16
ARTUR,1965-07-17
GRAŻYNA,1970-08-26
RADOSŁAW,1999-05-18
HENRYKA,1968-07-30
MARCEL,1973-10-05
WIKTORIA,1969-02-26
PATRYK,1952-01-12
HANNA,1969-02-27
BARTOSZ,1970-08-01
WIKTORIA,1973-12-08
IGOR,1993-11-14
ZOFIA,1948-08-16
JERZY,1966-03-20
RENATA,1988-07-06
ŁUKASZ,1999-08-14
JAGODA,1953-12-07
JULIAN,1945-03-08
KORNELIA,1988-08-03
IGOR,1967-05-17
TERESA,1989-09-17
MARIUSZ,1987-10-29
MARIANNA,1949-05-08
WALDEMAR,1996-09-09
ANGELIKA,1951-01-08
TYMOTEUSZ,1957-02-03
GENOWEFA,1973-07-12
JAROSŁAW,1999-06-19
JADWIGA,1958-03-22
SEBASTIAN,1986-07-26
WIESŁAWA,1986-06-30
MARIAN,1966-02-14
PAULINA,1991-06-13
JULIAN,1963-04-21
GRAŻYNA,1946-11-24
TOMASZ,1955-01-21
NATALIA,1965-12-16
EDWARD,1966-06-26
PAULINA,1982-03-14
MARCIN,1949-07-31
DOMINIKA,1954-12-09
MAREK,1972-11-16
DANUTA,1955-07-04
JERZY,1980-12-05
ANGELIKA,1973-05-26
ALAN,1971-07-12
REGINA,1950-09-27
STEFAN,1949-12-19
STEFANIA,1967-10-19
MIROSŁAW,1956-02-06
ANITA,1990-08-09
JULIAN,1980-10-17
IZABELA,1956-01-22
FILIP,1996-09-29
HANNA,1986-03-30
MARIUSZ,1995-04-04
MAGDALENA,1960-09-16
MARCEL,1994-08-13
LILIANA,1970-09-07
KAMIL,1974-05-29
EWELINA,1994-08-26
MARIUSZ,1969-12-26
IRENA,1972-11-14
RYSZARD,1998-08-03
WIESŁAWA,1976-10-01
CZESŁAW,1956-08-08
IRENA,2001-11-08
BARTOSZ,1982-09-22
MARLENA,1961-11-27
PIOTR,1968-01-09
ZUZANNA,1956-08-01
DAMIAN,1976-03-27
WŁADYSŁAWA,1959-10-24
ARKADIUSZ,1945-03-19
MIROSŁAWA,1971-01-24
WŁODZIMIERZ,1951-12-17
GENOWEFA,1966-08-29
WIESŁAW,1946-08-27
WŁADYSŁAWA,1976-03-04
KAROL,1984-04-26
DANUTA,1980-04-14
MATEUSZ,1984-06-16
BOGUSŁAWA,1963-04-03
ADAM,1992-12-17
SANDRA,1994-12-24
HUBERT,2001-07-26
ŁUCJA,1989-07-23
ZDZISŁAW,1961-04-07
HELENA,1992-12-23
ARKADIUSZ,1991-09-09
ZOFIA,1958-11-22
STEFAN,1969-11-30
SABINA,1997-09-17
SZYMON,1953-09-25
MARIOLA,1964-12-25
KAROL,1979-09-24
LENA,1983-07-13
TADEUSZ,1964-09-25
JUSTYNA,1954-09-04
KAMIL,1994-08-16
KORNELIA,1967-03-02
ANDRZEJ,1990-03-09
KAROLINA,2001-08-22
RADOSŁAW,1948-03-24
PAULINA,1946-05-26
DAMIAN,1976-10-10
WIOLETTA,1995-07-14
PATRYK,1984-07-20
MAGDALENA,1974-05-29
ADRIAN,1980-01-08
MARIOLA,1996-07-13
ADRIAN,1998-01-18
MARIOLA,1992-07-16
LESZEK,1995-10-26
ANNA,1961-11-19
GRZEGORZ,1967-05-21
IRENA,1950-08-25
ZBIGNIEW,1966-08-10
STEFANIA,1979-01-17
WITOLD,1997-05-15
DANUTA,1963-10-07
WIESŁAW,1950-09-24
SYLWIA,1966-07-03
STEFAN,1964-08-14
ALICJA,2000-12-03
MARIAN,1968-11-05
KAMILA,1967-03-09
WIKTOR,1963-07-12
LUCYNA,1946-09-01
SŁAWOMIR,2000-11-30
ŁUCJA,1992-05-05
KRZYSZTOF,1999-01-18
EMILIA,1979-08-10
RAFAŁ,1971-11-12
MONIKA,1958-07-16
MICHAŁ,1945-03-07
ANETA,1997-09-21
KRYSTIAN,1954-09-10
ANTONINA,1983-03-07
RYSZARD,1952-09-29
MIROSŁAWA,1992-12-26
ROMAN,1958-02-10
DOMINIKA,1964-09-12
RADOSŁAW,1961-05-27
MARIOLA,1957-06-07
SYLWESTER,1992-03-06
KAMILA,1965-04-20
MAKSYMILIAN,1960-03-05
EWELINA,1982-06-07
HENRYK,1979-05-06
EWELINA,1985-04-16
KRYSTIAN,2000-06-06
EWELINA,1953-11-05
WALDEMAR,1966-05-25
MARIOLA,1960-01-20
KAZIMIERZ,1986-04-16
ŁUCJA,1964-09-18
MAREK,1966-10-10
LIDIA,1990-01-28
OLIWIER,1961-11-07
WIOLETTA,1996-05-11
DAMIAN,1981-04-02
BEATA,1984-08-14
IGNACY,1950-02-11
IWONA,2001-07-04
DAWID,1959-08-13
ANGELIKA,1980-02-07
OSKAR,1980-07-21
URSZULA,1999-03-29
JAN,1982-03-31
LILIANA,2000-11-18
KRYSTIAN,1949-08-07
HALINA,1968-08-20
DARIUSZ,1954-06-22
ŁUCJA,1988-07-07
WŁODZIMIERZ,1974-02-26
ZUZANNA,1983-05-16
FILIP,1987-04-06
CZESŁAWA,1983-05-13
KACPER,1957-08-05
HENRYKA,2001-11-20
ADRIAN,1999-03-03
RENATA,1948-04-12
BARTOSZ,1956-05-18
MAŁGORZATA,1997-02-21
RYSZARD,1997-05-19
JÓZEFA,1965-10-16
JANUSZ,1970-06-20
JOANNA,1986-11-24
OLEKSANDR,1985-03-17
PATRYCJA,1993-03-15
OLIWIER,1970-04-02
MARLENA,1997-05-02
SYLWESTER,1958-04-14
DOROTA,1984-08-03
ARKADIUSZ,1953-12-08
KINGA,1990-12-24
BARTŁOMIEJ,1996-05-20
NADIA,1988-07-09
DARIUSZ,2000-07-18
WANDA,1960-11-01
ZYGMUNT,1959-08-13
HELENA,1968-06-30
MICHAŁ,1947-06-03
ANIELA,1964-10-28
MAREK,1956-11-03
ALEKSANDRA,1956-08-11
MAREK,1952-11-08
IWONA,1998-09-20
KRZYSZTOF,1989-09-12
BOŻENA,1968-12-10
TYMON,1950-08-09
HALINA,1996-10-20
TOMASZ,1961-01-27
KAMILA,1954-03-31
ALAN,2001-09-01
ILONA,1986-03-14
MIECZYSŁAW,1950-07-10
ANITA,1947-02-20
MAREK,1954-02-09
MILENA,2000-02-03
GABRIEL,1999-02-19
NIKOLA,1965-09-13
BARTŁOMIEJ,1996-09-28
BOGUMIŁA,1962-07-09
RADOSŁAW,1987-11-18
NATALIA,1990-11-11
TADEUSZ,1997-03-29
HANNA,1973-02-19
PIOTR,1977-02-26
MARIOLA,1994-02-15
BARTŁOMIEJ,1970-06-05
HALINA,1959-09-02
RYSZARD,1945-12-12
LILIANA,1998-07-18
MARCIN,1972-11-23
REGINA,1955-07-11
BOGUSŁAW,1977-01-02
SYLWIA,1945-05-11
WŁODZIMIERZ,1949-12-22
ŁUCJA,1965-11-12
DAWID,1952-05-16
STANISŁAWA,1950-07-30
JANUSZ,1990-08-06
AGNIESZKA,1949-02-21
PRZEMYSŁAW,1970-11-05
TERESA,1950-01-20
MATEUSZ,1963-09-12
EWA,1948-11-17
MARIUSZ,1998-10-26
AMELIA,2001-04-07
FABIAN,1962-11-27
KORNELIA,1950-08-10
WITOLD,1997-09-28
KATARZYNA,1948-04-05
MIROSŁAW,1959-11-30
BOGUMIŁA,1996-10-21
JAKUB,1957-11-28
STANISŁAWA,1987-12-06
ANDRZEJ,1991-08-23
SABINA,1965-01-19
FRANCISZEK,1984-05-06
KATARZYNA,1964-01-13
ZDZISŁAW,1995-12-16
ANGELIKA,1951-02-26
ZENON,1989-03-12
IRENA,1969-09-13
GRZEGORZ,1965-05-12
PAULINA,1969-10-24
ŁUKASZ,1976-11-28
LUCYNA,1952-12-01
TYMON,1951-06-03
JOLANTA,1967-01-16
ARKADIUSZ,1974-11-17
WERONIKA,1971-04-27
ZDZISŁAW,2001-03-25
OLGA,1995-11-08
NIKODEM,1973-11-07
JOANNA,1961-01-29
JAN,1974-12-14
AGNIESZKA,2001-07-24
SEBASTIAN,1989-04-06
ZUZANNA,1964-03-08
KONRAD,1972-10-10
AGNIESZKA,1946-10-09
STANISŁAW,1948-09-28
AMELIA,1993-01-04
ANDRZEJ,1949-12-17
JULIA,1989-09-14
BOGUSŁAW,1981-07-02
HANNA,1988-07-04
JÓZEF,1951-08-20
ALEKSANDRA,1979-10-25
EUGENIUSZ,1946-01-03
JOANNA,1982-06-10
MIECZYSŁAW,2000-06-21
JAGODA,1946-11-03
KAROL,1959-11-10
ANNA,1959-07-15
CEZARY,1978-04-16
LIDIA,1993-06-25
MICHAŁ,1958-12-30
ŁUCJA,1952-10-24
KAMIL,1967-05-16
CZESŁAWA,1996-01-31
WIESŁAW,1959-02-03
ANNA,1952-11-17
HUBERT,1954-04-21
OLGA,1992-06-06
ADAM,1973-02-12
EMILIA,1959-06-20
SYLWESTER,2000-10-03
ALINA,1969-12-16
MIROSŁAW,1976-02-22
BEATA,1976-12-20
ANDRII,1987-03-03
ANIELA,1992-04-19
SZYMON,1961-11-01
MARIANNA,1956-03-04
KAROL,1952-10-08
MARIOLA,1973-07-26
ZDZISŁAW,1971-03-22
HENRYKA,1991-07-20
GRZEGORZ,1967-02-19
KINGA,1992-09-11
ARKADIUSZ,1966-06-23
KINGA,1957-05-30
STEFAN,1993-07-05
ILONA,1956-08-12
DAWID,1978-07-25
ANITA,1978-03-23
STANISŁAW,1999-06-27
BEATA,1972-12-27
HUBERT,1998-02-14
LIDIA,1964-09-06
WOJCIECH,1960-06-23
REGINA,1998-12-06
SYLWESTER,1999-06-22
KORNELIA,1953-07-09
RYSZARD,1979-07-16
TERESA,1947-12-26
STANISŁAW,1952-12-04
MARCELINA,1988-11-01
ZBIGNIEW,1980-10-23
CZESŁAWA,1970-04-24
JAN,1988-09-03
GRAŻYNA,1997-11-14
JACEK,1952-08-22
RENATA,1954-05-13
EUGENIUSZ,1948-11-16
JÓZEFA,1972-03-22
ZBIGNIEW,1951-01-30
MARIA,1962-08-27
EUGENIUSZ,1960-06-24
BOŻENA,1966-05-01
MARCIN,1998-06-21
ELŻBIETA,1955-04-21
ROBERT,1954-08-25
URSZULA,1952-04-14
PATRYK,1971-02-26
WANDA,1977-04-30
PRZEMYSŁAW,1954-05-14
EWA,1993-10-07
CZESŁAW,1997-04-30
WIESŁAWA,1946-01-09
KAMIL,1991-07-05
ANTONINA,1946-12-13
PRZEMYSŁAW,1957-02-24
HALINA,1973-07-25
ARTUR,1971-01-16
KORNELIA,1950-09-01
MARCEL,1951-11-28
URSZULA,1982-05-14
NORBERT,1971-03-30
EDYTA,1959-03-06
SZYMON,1973-09-02
ALINA,1957-03-13
BARTOSZ,1952-08-10
MARTYNA,1952-10-27
CZESŁAW,1957-10-10
NIKOLA,1966-07-31
SEBASTIAN,1975-05-25
LIDIA,1987-10-13
MACIEJ,1967-03-17
IGA,1956-09-08
ZENON,1973-11-01
JANINA,1945-01-14
BOGDAN,1979-09-05
URSZULA,1998-09-06
OLIWIER,1970-11-17
ANTONINA,1958-09-29
KAMIL,1954-09-01
STEFANIA,1957-01-31
OLEKSANDR,1955-09-27
MARCELINA,1956-05-10
FILIP,1985-05-07
ANITA,1993-07-19
BOGUSŁAW,1954-07-15
ILONA,1987-07-19
JANUSZ,1995-04-29
ANGELIKA,2000-09-18
PIOTR,1984-03-10
BOGUMIŁA,1952-05-30
MIROSŁAW,1953-04-18
KRYSTYNA,1945-08-19
OLIWIER,1987-07-22
MILENA,1963-04-06
WIESŁAW,1979-05-10
MAŁGORZATA,1978-10-18
BARTŁOMIEJ,1967-03-12
KATARZYNA,1987-07-17
OSKAR,1962-12-23
ANNA,1950-02-10
GABRIEL,1961-11-11
MARCELINA,1994-05-23
KAZIMIERZ,1997-03-16
WŁADYSŁAWA,1957-08-09
WOJCIECH,2001-09-25
DOMINIKA,2000-12-03
MIKOŁAJ,1948-01-08
MICHALINA,2000-10-17
WŁADYSŁAW,1950-12-08
JAGODA,1947-02-19
EDWARD,1997-02-25
GABRIELA,1973-10-15
ANDRZEJ,1992-05-16
KAZIMIERA,1998-04-02
WŁODZIMIERZ,1973-01-01
WIKTORIA,1966-04-04
WITOLD,1985-11-15
ZUZANNA,1996-01-07
STEFAN,1989-11-06
MARZENA,1993-03-28
SEBASTIAN,1989-06-20
OLIWIA,1992-06-09
WALDEMAR,1999-04-24
WERONIKA,1984-07-31
MARIAN,1955-04-15
JUSTYNA,1977-08-15
ADAM,1974-11-20
KAMILA,1959-03-11
JAKUB,1959-05-17
LUCYNA,1992-04-09
DARIUSZ,1981-03-19
KAMILA,1949-07-15
KRYSTIAN,1998-03-28
MILENA,1960-10-13
WITOLD,1981-12-17
WIOLETTA,1997-06-18
NORBERT,1959-01-13
JULIA,1975-05-14
MARCIN,1964-11-29
ŁUCJA,1983-07-24
MIROSŁAW,1945-09-02
IWONA,1971-04-22
STANISŁAW,1976-10-18
IZABELA,1959-01-31
MIŁOSZ,1966-06-06
JOANNA,1994-02-28
LESZEK,1961-10-10
SYLWIA,1973-11-14
MAKSYMILIAN,1965-09-25
ALICJA,1982-03-10
JACEK,2001-05-20
BEATA,1967-11-15
KRYSTIAN,1997-08-02
STANISŁAWA,1976-06-19
STANISŁAW,1957-02-06
ILONA,1959-06-14
WŁODZIMIERZ,1994-07-10
ZUZANNA,1983-12-18
PIOTR,1955-02-24
MIROSŁAWA,2000-11-05
CZESŁAW,1946-07-06
ANETA,1964-11-12
FILIP,1959-02-25
ZOFIA,1974-05-24
PATRYK,1947-07-27
MARCELINA,1973-06-20
JAROSŁAW,1985-02-04
WIOLETTA,1996-09-03
WITOLD,1970-08-17
JOLANTA,1953-01-27
WOJCIECH,1997-01-28
JUSTYNA,1968-02-06
LEON,1975-04-01
BOŻENA,1976-01-09
KAMIL,1960-10-12
MARTYNA,1989-03-24
KRYSTIAN,1987-09-23
ANGELIKA,1998-05-14
JANUSZ,1967-12-26
DOROTA,1957-07-19
IRENEUSZ,1990-05-18
IGA,1962-12-10
WOJCIECH,1945-03-02
LIDIA,1995-07-07
MAKSYMILIAN,1972-07-09
HALINA,1967-08-07
WIESŁAW,1986-05-09
BOGUSŁAWA,1962-10-16
BARTOSZ,2000-05-24
LAURA,1957-04-13
PATRYK,1965-11-15
DANUTA,1986-08-22
BARTŁOMIEJ,1980-06-08
MARTA,1951-02-18
EDWARD,1965-10-31
LILIANA,1955-09-05
MARIAN,1965-08-14
KLAUDIA,1984-02-16
JAROSŁAW,1971-10-09
ANIELA,2000-03-29
KRZYSZTOF,1978-03-27
EWELINA,1973-12-05
MATEUSZ,1947-09-28
HELENA,2000-07-19
EUGENIUSZ,1992-03-22
MARIA,1995-08-16
TYMOTEUSZ,1987-08-26
JÓZEFA,1963-07-03
MACIEJ,2000-02-20
ANITA,1966-06-02
LESZEK,1964-10-18
EDYTA,1948-11-16
RYSZARD,1950-06-07
MONIKA,2001-02-03
ZDZISŁAW,1989-03-25
DOROTA,1996-07-31
SZYMON,1972-03-17
DANUTA,1984-01-14
ANTONI,1948-12-23
RENATA,1969-01-27
MIROSŁAW,1996-03-22
MARIOLA,1981-07-15
ZDZISŁAW,1986-01-28
HELENA,1974-10-17
CZESŁAW,1974-02-26
ANIELA,1989-03-12
SEBASTIAN,1948-09-18
MARCELINA,1984-11-18
PRZEMYSŁAW,1975-11-02
ANITA,1994-01-14
ŁUKASZ,1949-11-01
IRENA,1962-01-01
MIECZYSŁAW,1982-02-25
LIDIA,1964-12-01
ALEKSANDER,1979-03-18
WIESŁAWA,1976-10-18
DANIEL,1984-12-31
JAGODA,1956-05-10
PIOTR,1976-09-29
MARTYNA,2000-08-04
PATRYK,1975-06-07
IGA,1946-07-31
ZENON,1996-12-20
MICHALINA,1949-10-28
NIKODEM,1954-04-11
KRYSTYNA,1955-04-02
DARIUSZ,1989-11-01
PATRYCJA,1999-02-07
JERZY,1968-05-29
MICHALINA,1990-06-02
ADRIAN,1985-09-02
ŁUCJA,1986-11-27
WOJCIECH,1990-05-07
WIKTORIA,1957-06-16
PATRYK,1988-12-15
MAJA,1955-01-19
BARTOSZ,1992-09-17
MICHALINA,1999-01-19
JAKUB,2000-01-27
BEATA,1975-12-14
MATEUSZ,1993-08-25
BARBARA,1992-06-25
JAN,1980-12-24
PAULINA,1955-12-03
RADOSŁAW,1979-07-13
ALINA,1964-04-15
RAFAŁ,1963-05-04
GABRIELA,1972-10-23
WŁODZIMIERZ,1971-12-05
JAGODA,1996-03-31
ALEKSANDER,1989-01-31
IRENA,1956-11-23
WITOLD,2000-10-09
EWA,1985-04-09
BOGUSŁAW,1953-04-25
IRENA,2001-11-10
ADRIAN,1974-09-12
MILENA,1975-03-04
IRENEUSZ,1978-05-15
WIKTORIA,1992-11-14
ALEKSANDER,1967-09-02
WIKTORIA,1970-03-12
WŁODZIMIERZ,1972-07-21
MIROSŁAWA,1955-11-17
HUBERT,1968-11-19
KRYSTYNA,1990-04-25
JERZY,1992-02-18
GABRIELA,1992-10-07
MATEUSZ,2001-07-02
STEFANIA,1974-01-07
STEFAN,1975-12-08
ZOFIA,1948-05-03
ŁUKASZ,1985-10-30
